,s,ns,V,delta
0,1650776531,964672907,1.166844367980957,0.24138329923152924
0,1650776531,985145047,1.1150553226470947,0.2554803788661957
0,1650776532,5512033,1.1150553226470947,0.2554803788661957
0,1650776532,15775159,1.1150553226470947,0.26956698298454285
0,1650776532,46618108,1.166844367980957,0.26956698298454285
0,1650776532,98711392,1.2187875509262085,0.27308863401412964
0,1650776532,107825083,1.2187875509262085,0.26956698298454285
0,1650776532,149017113,1.2187875509262085,0.23433999717235565
0,1650776532,169380162,1.2187875509262085,0.20967796444892883
0,1650776532,190238263,1.2187875509262085,0.1779831051826477
0,1650776532,223051083,1.2187875509262085,0.12866950035095215
0,1650776532,243589721,1.166844367980957,0.08287755399942398
0,1650776532,264252009,1.1150553226470947,0.0
0,1650776532,285790159,1.063266396522522,0.0
0,1650776532,335788128,1.063266396522522,0.0
0,1650776532,388163498,1.063266396522522,0.0
0,1650776532,443369080,1.063266396522522,0.0
0,1650776532,495082835,1.063266396522522,0.0
0,1650776532,546015835,1.063266396522522,0.0
0,1650776532,576343731,1.1150553226470947,0.0
0,1650776532,606890193,1.2187875509262085,0.0
0,1650776532,627828168,1.322365403175354,0.0
0,1650776532,679406463,1.322365403175354,0.0
0,1650776532,698872211,1.2705764770507812,0.0
0,1650776532,729508115,1.2187875509262085,0.0
0,1650776532,780212405,1.2187875509262085,0.0
0,1650776532,831226239,1.2187875509262085,0.0
0,1650776532,887144382,1.2187875509262085,0.0
0,1650776532,944369725,1.2187875509262085,0.0
0,1650776532,992894187,1.2187875509262085,0.0
0,1650776533,44712071,1.2705764770507812,-0.008891434408724308
0,1650776533,65015791,1.2705764770507812,-0.04764007404446602
0,1650776533,85775554,1.322365403175354,-0.06876998394727707
0,1650776533,106856092,1.322365403175354,-0.13922396302223206
0,1650776533,138626583,1.322365403175354,-0.20966745913028717
0,1650776533,158500884,1.322365403175354,-0.23080787062644958
0,1650776533,177587711,1.322365403175354,-0.258991539478302
0,1650776533,189885030,1.322365403175354,-0.2695564925670624
0,1650776533,200043674,1.322365403175354,-0.28364309668540955
0,1650776533,220469476,1.322365403175354,-0.29068639874458313
0,1650776533,251700050,1.322365403175354,-0.29068639874458313
0,1650776533,272819022,1.2705764770507812,-0.28012144565582275
0,1650776533,292975730,1.322365403175354,-0.2695564925670624
0,1650776533,312975666,1.322365403175354,-0.24137282371520996
0,1650776533,335443725,1.2705764770507812,-0.23785117268562317
0,1650776533,344063933,1.2705764770507812,-0.223764568567276
0,1650776533,364918321,1.2705764770507812,-0.21672126650810242
0,1650776533,386860992,1.2705764770507812,-0.1991025060415268
0,1650776533,418512696,1.2705764770507812,-0.17445094883441925
0,1650776533,428912498,1.2705764770507812,-0.15683221817016602
0,1650776533,449322940,1.2705764770507812,-0.14274561405181885
0,1650776533,480479305,1.2705764770507812,-0.11808358132839203
0,1650776533,500755472,1.2705764770507812,-0.08991037309169769
0,1650776533,521514498,1.2705764770507812,-0.03706464171409607
0,1650776533,553340414,1.2705764770507812,0.0
0,1650776533,603168811,1.2705764770507812,0.0
0,1650776533,655564245,1.2705764770507812,0.0
0,1650776533,698692193,1.322365403175354,0.0
0,1650776533,729842285,1.3741543292999268,0.0
0,1650776533,784250824,1.3741543292999268,0.0
0,1650776533,843925249,1.3741543292999268,0.0
0,1650776533,907429654,1.3741543292999268,-0.05116172507405281
0,1650776533,929647212,1.3741543292999268,-0.06524833291769028
0,1650776533,948460527,1.3741543292999268,-0.07229163497686386
0,1650776533,999476920,1.3741543292999268,-0.06876998394727707
0,1650776534,19774208,1.3741543292999268,-0.058205027133226395
0,1650776534,40748823,1.3741543292999268,-0.01945638842880726
0,1650776534,60939132,1.3741543292999268,0.0
0,1650776534,111846242,1.322365403175354,0.0
0,1650776534,132612053,1.322365403175354,0.0
0,1650776534,153021054,1.3741543292999268,0.01594521850347519
0,1650776534,186261308,1.3741543292999268,0.06173716112971306
0,1650776534,206420224,1.3741543292999268,0.08992084860801697
0,1650776534,216515315,1.3741543292999268,0.1533210575580597
0,1650776534,247353111,1.3741543292999268,0.23433999717235565
0,1650776534,271216500,1.3741543292999268,0.27661028504371643
0,1650776534,290472450,1.3741543292999268,0.33648881316185
0,1650776534,321655887,1.3741543292999268,0.3400000035762787
0,1650776534,374432898,1.3741543292999268,0.3400000035762787
0,1650776534,427031600,1.3741543292999268,0.3400000035762787
0,1650776534,480281423,1.3741543292999268,0.3400000035762787
0,1650776534,532716121,1.3741543292999268,0.3400000035762787
0,1650776534,583176021,1.3741543292999268,0.3400000035762787
0,1650776534,638326272,1.3741543292999268,0.3400000035762787
