,s,ns,cM,cI,DC,RPM,VI,ED,ER
0,1651609074,452815948,0.62,0.0,0.0,-728.0,11.9,0.7956,0.0158
0,1651609074,490770585,53.91,3.85,-0.084,-602.0,11.8,0.7959,0.0158
0,1651609074,553724844,54.94,4.13,-0.095,-556.0,11.8,0.7967,0.0158
0,1651609074,591389110,60.19,4.47,-0.087,-503.0,11.8,0.7971,0.0158
0,1651609074,655730299,51.9,3.38,-0.074,-440.0,11.8,0.7979,0.0158
0,1651609074,696429708,47.61,2.96,-0.068,-460.0,11.8,0.7984,0.0158
0,1651609074,735733099,48.32,2.97,-0.073,-467.0,11.9,0.7987,0.0158
0,1651609074,790796599,51.13,3.29,-0.074,-420.0,11.8,0.7994,0.0158
0,1651609074,831401063,59.98,4.6,-0.088,-438.0,11.8,0.7998,0.0158
0,1651609074,896784058,60.02,4.53,-0.086,-414.0,11.8,0.8007,0.0158
0,1651609074,935735476,60.03,4.47,-0.086,-393.0,11.8,0.8013,0.0158
0,1651609074,975807293,0.05,0.0,-0.002,-328.0,11.8,0.8016,0.0158
0,1651609075,36141326,27.87,1.6,-0.089,-943.0,11.8,0.8017,0.0158
0,1651609075,71620092,35.07,3.4,-0.15,-1714.0,11.8,0.8021,0.0158
0,1651609075,116915305,26.86,2.81,-0.118,-2726.0,11.9,0.8023,0.0158
0,1651609075,179418486,26.14,3.33,-0.168,-4392.0,11.8,0.8027,0.0158
0,1651609075,235954837,3.27,0.17,-0.044,-5007.0,11.9,0.8031,0.0158
0,1651609075,275751354,9.42,0.73,-0.074,-5787.0,11.9,0.8033,0.0158
0,1651609075,318433126,17.16,2.49,-0.214,-6796.0,11.7,0.8035,0.0158
0,1651609075,375796208,9.57,1.55,-0.134,-10164.0,11.8,0.8049,0.0158
0,1651609075,412404492,5.3,0.58,-0.125,-10066.0,11.9,0.805,0.0158
0,1651609075,481022760,6.56,0.73,-0.124,-9678.0,11.9,0.805,0.0158
0,1651609075,512466337,0.83,0.03,-0.104,-9531.0,11.8,0.805,0.0158
0,1651609075,576457761,-6.47,-0.48,-0.083,-9062.0,11.8,0.805,0.0158
0,1651609075,631056839,-10.11,-0.54,-0.06,-8283.0,11.9,0.805,0.016
0,1651609075,675738669,-22.83,-0.07,0.0,-7160.0,11.8,0.805,0.016
0,1651609075,733447995,-13.01,0.0,0.0,-4375.0,11.9,0.805,0.016
0,1651609075,770749824,23.37,2.19,-0.184,-3462.0,11.8,0.8051,0.016
0,1651609075,830945359,19.17,2.4,-0.077,-6645.0,11.8,0.8059,0.016
0,1651609075,876399198,8.88,0.61,-0.076,-6077.0,11.9,0.806,0.016
0,1651609075,931501931,29.37,4.44,-0.217,-6654.0,11.8,0.8065,0.016
0,1651609075,997519270,3.75,0.3,-0.068,-7930.0,11.9,0.8072,0.016
0,1651609076,32090599,-1.46,-0.07,-0.077,-7071.0,11.9,0.8072,0.016
0,1651609076,90875524,-6.18,-0.36,-0.065,-6996.0,11.9,0.8072,0.0161
0,1651609076,131666518,-9.66,-0.32,0.0,-6633.0,11.8,0.8072,0.0161
0,1651609076,190991802,-9.52,0.0,0.0,-4270.0,11.9,0.8072,0.0161
0,1651609076,256265835,-8.35,0.0,0.0,-2781.0,11.9,0.8072,0.0161
0,1651609076,291989371,-2.42,0.0,0.0,-2084.0,11.8,0.8072,0.0161
0,1651609076,333035601,1.46,0.0,0.0,-1394.0,11.8,0.8072,0.0161
0,1651609076,396697069,0.61,0.0,-0.001,-838.0,11.9,0.8072,0.0161
0,1651609076,431148365,20.89,1.36,-0.085,-687.0,11.9,0.8073,0.0161
0,1651609076,494364963,30.78,2.88,-0.189,-1389.0,11.7,0.8075,0.0161
0,1651609076,551173126,12.94,1.41,-0.159,-3630.0,11.8,0.8082,0.0161
0,1651609076,591619572,22.96,3.1,-0.065,-4930.0,11.8,0.8086,0.0161
0,1651609076,642286087,38.45,7.62,-0.181,-7257.0,11.9,0.8094,0.0161
0,1651609076,692594005,25.31,4.89,-0.25,-9492.0,11.7,0.8104,0.0161
0,1651609076,755694954,12.79,1.77,-0.187,-10605.0,11.8,0.8111,0.0161
0,1651609076,796831873,22.6,3.48,-0.136,-10710.0,11.8,0.8115,0.0161
0,1651609076,851267557,2.01,0.16,-0.101,-10378.0,11.8,0.8118,0.0161
0,1651609076,890898953,9.03,1.11,-0.136,-10063.0,11.8,0.8118,0.0161
0,1651609076,951584510,-3.11,-0.28,-0.105,-9933.0,11.8,0.8119,0.0161
0,1651609077,154294,-8.71,-0.68,-0.086,-9539.0,11.8,0.8119,0.0162
0,1651609077,30927270,-10.83,-0.69,-0.068,-9081.0,11.8,0.8119,0.0163
0,1651609077,91263126,-24.65,-0.02,0.0,-7411.0,11.9,0.8119,0.0164
0,1651609077,134873966,0.09,0.0,0.0,-5268.0,11.8,0.8119,0.0164
0,1651609077,197256697,-0.6,0.0,0.0,-3334.0,11.9,0.8119,0.0164
0,1651609077,231462998,-8.04,0.0,-0.016,-2666.0,11.8,0.8119,0.0164
0,1651609077,278103316,37.76,8.5,-0.264,-4600.0,11.8,0.8125,0.0164
0,1651609077,331065221,56.33,19.69,-0.445,-11837.0,11.6,0.8152,0.0164
0,1651609077,372737795,15.06,4.01,-0.236,-15763.0,11.8,0.8161,0.0164
0,1651609077,431925797,43.99,11.14,-0.249,-16333.0,11.9,0.8169,0.0164
0,1651609077,476077859,35.91,9.46,-0.202,-16577.0,11.8,0.8178,0.0164
0,1651609077,512341275,3.84,0.57,-0.144,-15954.0,11.9,0.818,0.0164
0,1651609077,576831906,-1.75,-0.1,-0.071,-12161.0,11.8,0.818,0.0164
0,1651609077,635771168,-9.07,-0.65,-0.078,-10465.0,11.8,0.818,0.0165
0,1651609077,676592659,-11.15,-0.6,-0.058,-9414.0,11.9,0.818,0.0166
0,1651609077,731145849,-14.32,0.0,0.0,-6707.0,11.9,0.818,0.0166
0,1651609077,771791593,47.29,12.3,-0.377,-7731.0,11.7,0.8184,0.0166
0,1651609077,815696548,32.7,9.45,-0.301,-12475.0,11.7,0.8203,0.0166
0,1651609077,876045845,20.01,3.53,-0.227,-13410.0,11.8,0.8207,0.0166
0,1651609077,938092444,20.45,3.56,-0.11,-12926.0,11.9,0.8217,0.0166
0,1651609077,970690340,7.37,0.95,-0.105,-12585.0,11.9,0.8219,0.0166
0,1651609078,36368666,-6.88,-0.48,-0.096,-10196.0,11.8,0.8219,0.0167
0,1651609078,75784859,-9.12,-0.7,-0.085,-9785.0,11.8,0.8219,0.0168
0,1651609078,138182598,-12.11,-0.61,-0.054,-8673.0,11.9,0.8219,0.0169
0,1651609078,171293397,-22.49,0.0,0.0,-7082.0,11.8,0.8219,0.0169
0,1651609078,233008120,-12.22,0.0,0.0,-4344.0,11.8,0.8219,0.0169
0,1651609078,275723875,-3.99,0.0,0.0,-3152.0,11.9,0.8219,0.0169
0,1651609078,339385599,30.07,6.01,-0.167,-7492.0,11.8,0.8231,0.0169
0,1651609078,378858944,4.48,0.47,-0.098,-8463.0,11.8,0.8234,0.0169
0,1651609078,435918023,33.57,7.02,-0.203,-10864.0,11.8,0.8246,0.0169
0,1651609078,477763911,8.36,1.02,-0.106,-10795.0,11.9,0.8248,0.0169
0,1651609078,536230719,2.19,0.14,-0.072,-9302.0,11.9,0.8251,0.0169
0,1651609078,575179482,-2.32,-0.15,-0.106,-8325.0,11.9,0.8251,0.0169
0,1651609078,611001388,-5.04,-0.29,-0.063,-7905.0,11.9,0.8251,0.017
0,1651609078,651056437,-7.42,-0.39,-0.054,-7400.0,11.8,0.8251,0.017
0,1651609078,715859391,0.46,0.0,0.0,-4865.0,11.9,0.8251,0.017
0,1651609078,758090309,-14.2,0.0,0.0,-3759.0,11.8,0.8251,0.017
0,1651609078,816479228,-8.54,0.0,0.0,-2451.0,11.8,0.8251,0.017
0,1651609078,855797371,1.19,0.0,0.0,-1671.0,11.8,0.8251,0.017
0,1651609078,911974198,-0.6,0.0,0.0,-1019.0,11.8,0.8251,0.017
0,1651609078,955892881,59.84,4.56,-0.091,-889.0,11.8,0.8255,0.017
0,1651609079,15992479,60.1,4.62,-0.091,-714.0,11.9,0.8264,0.017
0,1651609079,59364659,57.41,4.74,-0.14,-1157.0,11.8,0.827,0.017
0,1651609079,111668251,27.45,3.03,-0.141,-3391.0,11.9,0.8277,0.017
0,1651609079,164220967,22.97,2.63,-0.091,-4335.0,11.9,0.8281,0.017
0,1651609079,218453864,15.25,1.38,-0.102,-4673.0,11.8,0.8284,0.017
0,1651609079,271149877,19.57,1.85,-0.114,-5280.0,11.9,0.8286,0.017
0,1651609079,317316334,11.25,1.0,-0.096,-5568.0,11.9,0.8288,0.017
0,1651609079,356728334,13.03,1.19,-0.105,-5969.0,11.9,0.8289,0.017
0,1651609079,418630323,0.63,0.02,-0.054,-6185.0,11.9,0.829,0.017
0,1651609079,453336087,-15.75,0.0,0.0,-4745.0,11.9,0.829,0.017
0,1651609079,512486328,-12.8,0.0,0.0,-3103.0,11.9,0.829,0.017
0,1651609079,596289434,50.3,14.87,-0.395,-6047.0,11.6,0.8298,0.017
0,1651609079,656444520,35.6,13.34,-0.397,-16871.0,11.7,0.8336,0.017
0,1651609079,691638866,24.14,7.64,-0.284,-19486.0,11.8,0.8345,0.017
0,1651609079,751451516,3.78,0.43,-0.102,-17808.0,11.9,0.8348,0.017
0,1651609079,795981087,-1.35,-0.07,-0.081,-14277.0,11.8,0.8348,0.017
0,1651609079,850967306,-6.67,-0.39,-0.064,-10948.0,11.8,0.8348,0.0171
0,1651609079,897586888,-8.55,-0.42,-0.053,-9358.0,11.9,0.8348,0.0172
0,1651609079,955946207,1.2,0.0,0.0,-6026.0,11.9,0.8348,0.0172
0,1651609080,11093453,0.42,0.0,0.0,-3676.0,11.8,0.8348,0.0172
0,1651609080,55760114,-8.75,0.0,0.0,-2838.0,11.9,0.8348,0.0172
0,1651609080,131806031,4.99,0.13,-0.034,-2615.0,11.8,0.8349,0.0172
0,1651609080,176421395,8.31,0.43,-0.042,-2667.0,11.9,0.835,0.0172
0,1651609080,232133607,23.61,1.16,-0.129,-2154.0,11.8,0.8352,0.0172
0,1651609080,276510313,26.3,2.03,-0.084,-2470.0,11.8,0.8353,0.0172
0,1651609080,338153546,25.07,2.76,-0.106,-4493.0,11.8,0.836,0.0172
0,1651609080,376036151,26.46,3.48,-0.053,-5068.0,11.8,0.8363,0.0172
0,1651609080,412992216,12.08,1.26,-0.062,-5578.0,11.8,0.8366,0.0172
0,1651609080,475925290,54.86,14.13,-0.283,-8695.0,11.7,0.8381,0.0172
0,1651609080,511508569,33.13,8.49,-0.33,-10788.0,11.6,0.8388,0.0172
0,1651609080,573543616,6.22,0.83,-0.144,-11707.0,11.8,0.8391,0.0172
0,1651609080,616033128,10.15,1.49,-0.19,-11827.0,11.7,0.8393,0.0172
0,1651609080,671047700,14.85,2.23,-0.156,-11988.0,11.8,0.8397,0.0172
0,1651609080,714091107,7.91,1.14,-0.136,-11981.0,11.8,0.84,0.0172
0,1651609080,771193258,1.17,0.07,-0.109,-11312.0,11.8,0.8401,0.0172
0,1651609080,818151277,-2.28,-0.22,-0.148,-10887.0,11.8,0.8401,0.0172
0,1651609080,875904252,1.14,0.07,-0.118,-11005.0,11.9,0.8401,0.0172
0,1651609080,917494489,4.18,0.93,-0.206,-10625.0,11.8,0.8401,0.0172
0,1651609080,976076915,8.59,1.17,-0.171,-11002.0,11.8,0.8402,0.0172
0,1651609081,12212937,1.85,0.14,-0.106,-10543.0,11.8,0.8403,0.0172
0,1651609081,70802979,3.3,0.43,-0.151,-10886.0,11.8,0.8405,0.0172
0,1651609081,115975726,0.83,0.03,-0.081,-9976.0,11.9,0.8405,0.0172
0,1651609081,176725380,0.86,0.04,-0.12,-9706.0,11.9,0.8405,0.0172
0,1651609081,216312519,0.72,0.02,-0.101,-9455.0,11.8,0.8405,0.0172
0,1651609081,251378511,-0.59,-0.02,-0.105,-9115.0,11.9,0.8405,0.0172
0,1651609081,318764924,0.09,0.0,-0.093,-8658.0,11.9,0.8405,0.0172
0,1651609081,351373860,0.0,0.0,-0.096,-8417.0,11.8,0.8405,0.0172
0,1651609081,415815530,-0.7,-0.06,-0.075,-7994.0,11.8,0.8405,0.0172
0,1651609081,451033844,-6.43,-0.35,-0.068,-7339.0,11.9,0.8405,0.0172
0,1651609081,515787966,-18.44,0.0,0.0,-5872.0,11.9,0.8405,0.0173
0,1651609081,551866707,-12.34,0.0,0.0,-4154.0,11.8,0.8405,0.0173
0,1651609081,611643837,-8.63,0.0,0.0,-2619.0,11.9,0.8405,0.0173
0,1651609081,653030903,6.87,0.62,-0.065,-3964.0,11.7,0.8407,0.0173
0,1651609081,710919272,36.88,8.62,-0.187,-7822.0,11.8,0.8422,0.0173
0,1651609081,753442193,2.1,0.21,-0.112,-9053.0,11.9,0.8423,0.0173
0,1651609081,810944733,8.7,0.64,-0.055,-7787.0,11.9,0.8426,0.0173
0,1651609081,851188936,-8.76,0.0,0.0,-5640.0,11.9,0.8426,0.0173
0,1651609081,911374103,-12.93,0.0,0.0,-3591.0,11.8,0.8426,0.0173
0,1651609081,956391936,0.88,0.0,0.0,-2643.0,11.8,0.8426,0.0173
0,1651609082,16028968,1.21,0.0,0.0,-1797.0,11.9,0.8426,0.0173
0,1651609082,51614871,-1.39,0.0,0.0,-1263.0,11.8,0.8426,0.0173
0,1651609082,112869395,0.52,0.0,0.0,-756.0,11.8,0.8426,0.0173
0,1651609082,170820773,0.57,0.0,0.0,-546.0,11.8,0.8426,0.0173
0,1651609082,216324437,0.62,0.0,0.0,-374.0,11.8,0.8426,0.0173
0,1651609082,251263675,-0.62,0.0,0.0,-320.0,11.8,0.8426,0.0173
